disp_id,client_id,account_id,type
D00000940,940,A00000786,Owner
D00000941,941,A00000787,Owner
D00000942,942,A00000788,Owner
D00000943,943,A00000788,User
D00000944,944,A00000789,Owner
D00000945,945,A00000789,User
D00000946,946,A00000790,Owner
D00000948,948,A00000791,Owner
D00000949,949,A00000792,Owner
D00000950,950,A00000793,Owner
D00000951,951,A00000793,User
D00000952,952,A00000794,Owner
D00000953,953,A00000795,Owner
D00000954,954,A00000796,Owner
D00000955,955,A00000797,Owner
D00000956,956,A00000798,Owner
D00000957,957,A00000799,Owner
D00000958,958,A00000799,User
D00000959,959,A00000800,Owner
D00000960,960,A00000801,Owner
D00000961,961,A00000802,Owner
D00000962,962,A00000803,Owner
D00000963,963,A00000804,Owner
D00000964,964,A00000805,Owner
D00000965,965,A00000806,Owner
D00000966,966,A00000806,User
D00000967,967,A00000807,Owner
D00000968,968,A00000808,Owner
D00000970,970,A00000809,Owner
D00000971,971,A00000810,Owner
D00000972,972,A00000810,User
D00000973,973,A00000811,Owner
D00000974,974,A00000811,User
D00000975,975,A00000812,Owner
D00000976,976,A00000813,Owner
D00000977,977,A00000814,Owner
D00000978,978,A00000815,Owner
D00000979,979,A00000815,User
D00000980,980,A00000816,Owner
D00000981,981,A00000817,Owner
D00000984,984,A00000819,Owner
D00000985,985,A00000819,User
D00000986,986,A00000820,Owner
D00000987,987,A00000821,Owner
D00000988,988,A00000822,Owner
D00000989,989,A00000822,User
D00000990,990,A00000823,Owner
D00000991,991,A00000824,Owner
D00000992,992,A00000825,Owner
D00000993,993,A00000826,Owner
D00000994,994,A00000827,Owner
D00000995,995,A00000827,User
D00000996,996,A00000828,Owner
D00000997,997,A00000829,Owner
D00000998,998,A00000829,User
D00000999,999,A00000830,Owner
D00001000,1000,A00000830,User
D00001001,1001,A00000831,Owner
D00001002,1002,A00000832,Owner
D00001003,1003,A00000833,Owner
D00001004,1004,A00000834,Owner
D00001006,1006,A00000836,Owner
D00001007,1007,A00000836,User
D00001008,1008,A00000837,Owner
D00001009,1009,A00000838,Owner
D00001010,1010,A00000838,User
D00001011,1011,A00000839,Owner
D00001012,1012,A00000840,Owner
D00001013,1013,A00000840,User
D00001014,1014,A00000841,Owner
D00001015,1015,A00000842,Owner
D00001016,1016,A00000842,User
D00001017,1017,A00000843,Owner
D00001018,1018,A00000844,Owner
D00001019,1019,A00000845,Owner
D00001020,1020,A00000846,Owner
D00001021,1021,A00000847,Owner
D00001022,1022,A00000848,Owner
D00001023,1023,A00000849,Owner
D00001024,1024,A00000850,Owner
D00001025,1025,A00000851,Owner
D00001026,1026,A00000852,Owner
D00001027,1027,A00000853,Owner
D00001028,1028,A00000853,User
D00001029,1029,A00000854,Owner
D00001030,1030,A00000855,Owner
D00001031,1031,A00000856,Owner
D00001032,1032,A00000857,Owner
D00001033,1033,A00000857,User
D00001034,1034,A00000858,Owner
D00001035,1035,A00000859,Owner
D00001036,1036,A00000859,User
D00001037,1037,A00000860,Owner
D00001038,1038,A00000861,Owner
D00001039,1039,A00000862,Owner
D00001040,1040,A00000863,Owner
D00001041,1041,A00000864,Owner
D00001042,1042,A00000865,Owner
D00001043,1043,A00000865,User
D00001044,1044,A00000866,Owner
D00001045,1045,A00000867,Owner
D00001046,1046,A00000868,Owner
D00001047,1047,A00000869,Owner
D00001048,1048,A00000870,Owner
D00001049,1049,A00000871,Owner
D00001050,1050,A00000872,Owner
D00001051,1051,A00000873,Owner
D00001052,1052,A00000874,Owner
D00001053,1053,A00000874,User
D00001054,1054,A00000875,Owner
D00001055,1055,A00000876,Owner
D00001056,1056,A00000877,Owner
D00001057,1057,A00000878,Owner
D00001058,1058,A00000879,Owner
D00001059,1059,A00000880,Owner
D00001060,1060,A00000880,User
D00001062,1062,A00000882,Owner
D00001063,1063,A00000882,User
D00001064,1064,A00000883,Owner
D00001065,1065,A00000884,Owner
D00001066,1066,A00000885,Owner
D00001067,1067,A00000886,Owner
D00001068,1068,A00000887,Owner
D00001069,1069,A00000888,Owner
D00001070,1070,A00000888,User
D00001071,1071,A00000889,Owner
D00001072,1072,A00000890,Owner
D00001073,1073,A00000891,Owner
D00001074,1074,A00000891,User
D00001075,1075,A00000892,Owner
D00001076,1076,A00000893,Owner
D00001077,1077,A00000894,Owner
D00001078,1078,A00000895,Owner
D00001079,1079,A00000896,Owner
D00001080,1080,A00000897,Owner
D00001081,1081,A00000898,Owner
D00001082,1082,A00000899,Owner
D00001083,1083,A00000900,Owner
D00001084,1084,A00000900,User
D00001085,1085,A00000901,Owner
D00001086,1086,A00000902,Owner
D00001087,1087,A00000902,User
D00001088,1088,A00000903,Owner
D00001089,1089,A00000904,Owner
D00001090,1090,A00000905,Owner
D00001091,1091,A00000906,Owner
D00001092,1092,A00000907,Owner
D00001093,1093,A00000908,Owner
D00001094,1094,A00000909,Owner
D00001095,1095,A00000909,User
D00001096,1096,A00000910,Owner
D00001097,1097,A00000910,User
D00001098,1098,A00000911,Owner
D00001099,1099,A00000912,Owner
D00001100,1100,A00000913,Owner
D00001101,1101,A00000914,Owner
D00001102,1102,A00000915,Owner
D00001103,1103,A00000916,Owner
D00001104,1104,A00000916,User
D00001105,1105,A00000917,Owner
D00001106,1106,A00000917,User
D00001107,1107,A00000918,Owner
D00001108,1108,A00000919,Owner
D00001109,1109,A00000920,Owner
D00001110,1110,A00000921,Owner
D00001111,1111,A00000922,Owner
D00001112,1112,A00000923,Owner
D00001113,1113,A00000924,Owner
D00001114,1114,A00000925,Owner
D00001115,1115,A00000926,Owner
D00001116,1116,A00000927,Owner
D00001117,1117,A00000928,Owner
D00001118,1118,A00000928,User
D00001119,1119,A00000929,Owner
D00001120,1120,A00000930,Owner
D00001121,1121,A00000931,Owner
D00001122,1122,A00000932,Owner
D00001123,1123,A00000932,User
D00001124,1124,A00000933,Owner
D00001125,1125,A00000934,Owner
D00001126,1126,A00000934,User
D00001127,1127,A00000935,Owner
D00001128,1128,A00000936,Owner
D00001129,1129,A00000937,Owner
D00001130,1130,A00000938,Owner
D00001131,1131,A00000939,Owner
D00001132,1132,A00000939,User
D00001133,1133,A00000940,Owner
D00001134,1134,A00000940,User
D00001135,1135,A00000941,Owner
D00001136,1136,A00000942,Owner
D00001137,1137,A00000943,Owner
D00001138,1138,A00000944,Owner
D00001139,1139,A00000944,User
D00001140,1140,A00000945,Owner
D00001141,1141,A00000946,Owner
D00001142,1142,A00000947,Owner
D00001143,1143,A00000947,User
D00001145,1145,A00000949,Owner
D00001146,1146,A00000950,Owner
D00001147,1147,A00000951,Owner
D00001148,1148,A00000952,Owner
D00001149,1149,A00000953,Owner
D00001150,1150,A00000954,Owner
D00001151,1151,A00000955,Owner
D00001152,1152,A00000956,Owner
D00001153,1153,A00000957,Owner
D00001154,1154,A00000958,Owner
D00001155,1155,A00000958,User
D00001156,1156,A00000959,Owner
D00001157,1157,A00000960,Owner
D00001158,1158,A00000961,Owner
D00001159,1159,A00000962,Owner
D00001160,1160,A00000962,User
D00001161,1161,A00000963,Owner
D00001162,1162,A00000964,Owner
D00001163,1163,A00000965,Owner
D00001164,1164,A00000966,Owner
D00001165,1165,A00000967,Owner
D00001166,1166,A00000968,Owner
D00001167,1167,A00000968,User
D00001168,1168,A00000969,Owner
D00001169,1169,A00000970,Owner
D00001170,1170,A00000971,Owner
D00001171,1171,A00000972,Owner
D00001172,1172,A00000973,Owner
D00001173,1173,A00000973,User
D00001174,1174,A00000974,Owner
D00001175,1175,A00000975,Owner
D00001176,1176,A00000975,User
D00001177,1177,A00000976,Owner
D00001178,1178,A00000977,Owner
D00001179,1179,A00000978,Owner
D00001180,1180,A00000979,Owner
D00001181,1181,A00000980,Owner
D00001182,1182,A00000981,Owner
D00001183,1183,A00000982,Owner
D00001186,1186,A00000984,Owner
D00001187,1187,A00000985,Owner
D00001188,1188,A00000985,User
D00001189,1189,A00000986,Owner
D00001190,1190,A00000987,Owner
D00001191,1191,A00000987,User
D00001192,1192,A00000988,Owner
D00001193,1193,A00000989,Owner
D00001194,1194,A00000990,Owner
D00001195,1195,A00000991,Owner
D00001196,1196,A00000992,Owner
D00001197,1197,A00000993,Owner
D00001198,1198,A00000994,Owner
D00001199,1199,A00000995,Owner
D00001200,1200,A00000996,Owner
D00001201,1201,A00000997,Owner
D00001202,1202,A00000998,Owner
D00001204,1204,A00001000,Owner
D00001206,1206,A00001002,Owner
D00001207,1207,A00001003,Owner
D00001208,1208,A00001004,Owner
D00001209,1209,A00001005,Owner
D00001210,1210,A00001006,Owner
D00001211,1211,A00001007,Owner
D00001212,1212,A00001008,Owner
D00001213,1213,A00001009,Owner
D00001214,1214,A00001010,Owner
D00001215,1215,A00001011,Owner
D00001216,1216,A00001012,Owner
D00001217,1217,A00001013,Owner
D00001218,1218,A00001014,Owner
D00001219,1219,A00001015,Owner
D00001220,1220,A00001016,Owner
D00001221,1221,A00001017,Owner
D00001222,1222,A00001018,Owner
D00001223,1223,A00001019,Owner
D00001224,1224,A00001020,Owner
D00001225,1225,A00001021,Owner
D00001226,1226,A00001022,Owner
D00001227,1227,A00001022,User
D00001228,1228,A00001023,Owner
D00001229,1229,A00001024,Owner
D00001231,1231,A00001026,Owner
D00001232,1232,A00001026,User
D00001233,1233,A00001027,Owner
D00001234,1234,A00001028,Owner
D00001235,1235,A00001028,User
D00001236,1236,A00001029,Owner
D00001237,1237,A00001030,Owner
D00001238,1238,A00001031,Owner
D00001239,1239,A00001032,Owner
D00001240,1240,A00001033,Owner
D00001241,1241,A00001034,Owner
D00001242,1242,A00001035,Owner
D00001243,1243,A00001036,Owner
D00001244,1244,A00001037,Owner
D00001245,1245,A00001038,Owner
D00001246,1246,A00001039,Owner
D00001247,1247,A00001039,User
D00001248,1248,A00001040,Owner
D00001250,1250,A00001042,Owner
D00001251,1251,A00001043,Owner
D00001252,1252,A00001043,User
D00001253,1253,A00001044,Owner
D00001254,1254,A00001045,Owner
D00001255,1255,A00001046,Owner
D00001256,1256,A00001047,Owner
D00001257,1257,A00001048,Owner
D00001258,1258,A00001048,User
D00001259,1259,A00001049,Owner
D00001260,1260,A00001050,Owner
D00001261,1261,A00001050,User
D00001262,1262,A00001051,Owner
D00001263,1263,A00001051,User
D00001264,1264,A00001052,Owner
D00001265,1265,A00001053,Owner
D00001266,1266,A00001054,Owner
D00001267,1267,A00001055,Owner
D00001268,1268,A00001055,User
D00001269,1269,A00001056,Owner
D00001270,1270,A00001057,Owner
D00001271,1271,A00001058,Owner
D00001272,1272,A00001059,Owner
D00001273,1273,A00001060,Owner
D00001274,1274,A00001061,Owner
D00001275,1275,A00001062,Owner
D00001276,1276,A00001063,Owner
D00001277,1277,A00001064,Owner
D00001278,1278,A00001065,Owner
D00001279,1279,A00001066,Owner
D00001280,1280,A00001067,Owner
D00001281,1281,A00001067,User
D00001282,1282,A00001068,Owner
D00001283,1283,A00001069,Owner
D00001284,1284,A00001069,User
D00001285,1285,A00001070,Owner
D00001286,1286,A00001071,Owner
D00001287,1287,A00001072,Owner
D00001288,1288,A00001073,Owner
D00001289,1289,A00001074,Owner
D00001290,1290,A00001075,Owner
D00001291,1291,A00001076,Owner
D00001292,1292,A00001077,Owner
D00001293,1293,A00001078,Owner
D00001294,1294,A00001078,User
D00001295,1295,A00001079,Owner
D00001296,1296,A00001080,Owner
D00001297,1297,A00001081,Owner
D00001298,1298,A00001081,User
D00001299,1299,A00001082,Owner
D00001300,1300,A00001083,Owner
D00001303,1303,A00001085,Owner
D00001304,1304,A00001086,Owner
D00001305,1305,A00001087,Owner
D00001306,1306,A00001088,Owner
D00001307,1307,A00001089,Owner
D00001308,1308,A00001090,Owner
D00001309,1309,A00001091,Owner
D00001310,1310,A00001092,Owner
D00001311,1311,A00001093,Owner
D00001312,1312,A00001094,Owner
D00001313,1313,A00001095,Owner
D00001314,1314,A00001095,User
D00001315,1315,A00001096,Owner
D00001316,1316,A00001097,Owner
D00001317,1317,A00001097,User
D00001318,1318,A00001098,Owner
D00001321,1321,A00001100,Owner
D00001322,1322,A00001101,Owner
D00001323,1323,A00001102,Owner
D00001324,1324,A00001103,Owner
D00001325,1325,A00001104,Owner
D00001326,1326,A00001105,Owner
D00001327,1327,A00001106,Owner
D00001328,1328,A00001107,Owner
D00001329,1329,A00001108,Owner
D00001330,1330,A00001109,Owner
D00001331,1331,A00001110,Owner
D00001332,1332,A00001111,Owner
D00001333,1333,A00001112,Owner
D00001334,1334,A00001113,Owner
D00001335,1335,A00001114,Owner
D00001336,1336,A00001114,User
D00001337,1337,A00001115,Owner
D00001338,1338,A00001115,User
D00001339,1339,A00001116,Owner
D00001340,1340,A00001117,Owner
D00001341,1341,A00001118,Owner
D00001343,1343,A00001120,Owner
D00001344,1344,A00001120,User
D00001345,1345,A00001121,Owner
D00001346,1346,A00001122,Owner
D00001347,1347,A00001123,Owner
D00001348,1348,A00001123,User
D00001349,1349,A00001124,Owner
D00001350,1350,A00001125,Owner
D00001351,1351,A00001125,User
D00001352,1352,A00001126,Owner
D00001353,1353,A00001127,Owner
D00001354,1354,A00001128,Owner
D00001355,1355,A00001129,Owner
D00001356,1356,A00001130,Owner
D00001359,1359,A00001132,Owner
D00001360,1360,A00001132,User
D00001361,1361,A00001133,Owner
D00001362,1362,A00001133,User
D00001363,1363,A00001134,Owner
D00001364,1364,A00001135,Owner
D00001365,1365,A00001135,User
D00001366,1366,A00001136,Owner
D00001367,1367,A00001137,Owner
D00001368,1368,A00001137,User
D00001369,1369,A00001138,Owner
D00001370,1370,A00001139,Owner
D00001371,1371,A00001140,Owner
D00001372,1372,A00001141,Owner
D00001373,1373,A00001142,Owner
D00001375,1375,A00001144,Owner
D00001376,1376,A00001145,Owner
D00001377,1377,A00001145,User
D00001378,1378,A00001146,Owner
D00001379,1379,A00001146,User
D00001380,1380,A00001147,Owner
D00001382,1382,A00001149,Owner
D00001383,1383,A00001150,Owner
D00001384,1384,A00001151,Owner
D00001385,1385,A00001152,Owner
D00001386,1386,A00001152,User
D00001387,1387,A00001153,Owner
D00001388,1388,A00001154,Owner
D00001389,1389,A00001155,Owner
D00001390,1390,A00001156,Owner
D00001391,1391,A00001157,Owner
D00001392,1392,A00001158,Owner
D00001393,1393,A00001158,User
D00001394,1394,A00001159,Owner
D00001395,1395,A00001159,User
D00001396,1396,A00001160,Owner
D00001397,1397,A00001161,Owner
D00001401,1401,A00001164,Owner
D00001402,1402,A00001165,Owner
D00001403,1403,A00001165,User
D00001404,1404,A00001166,Owner
D00001406,1406,A00001168,Owner
D00001407,1407,A00001168,User
D00001408,1408,A00001169,Owner
D00001409,1409,A00001170,Owner
D00001410,1410,A00001171,Owner
D00001411,1411,A00001171,User
D00001412,1412,A00001172,Owner
D00001413,1413,A00001173,Owner
D00001414,1414,A00001174,Owner
D00001416,1416,A00001176,Owner
D00001417,1417,A00001177,Owner
D00001418,1418,A00001178,Owner
D00001419,1419,A00001179,Owner
D00001420,1420,A00001179,User
D00001421,1421,A00001180,Owner
D00001422,1422,A00001181,Owner
D00001423,1423,A00001181,User
D00001424,1424,A00001182,Owner
D00001425,1425,A00001183,Owner
D00001426,1426,A00001183,User
D00001427,1427,A00001184,Owner
D00001428,1428,A00001185,Owner
D00001429,1429,A00001185,User
D00001430,1430,A00001186,Owner
D00001431,1431,A00001187,Owner
D00001432,1432,A00001188,Owner
D00001433,1433,A00001189,Owner
D00001434,1434,A00001189,User
D00001435,1435,A00001190,Owner
D00001438,1438,A00001192,Owner
D00001439,1439,A00001193,Owner
D00001440,1440,A00001194,Owner
D00001441,1441,A00001195,Owner
D00001442,1442,A00001195,User
D00001443,1443,A00001196,Owner
D00001444,1444,A00001196,User
D00001445,1445,A00001197,Owner
D00001446,1446,A00001198,Owner
D00001447,1447,A00001198,User
D00001448,1448,A00001199,Owner
D00001449,1449,A00001200,Owner
D00001450,1450,A00001201,Owner
D00001452,1452,A00001203,Owner
D00001453,1453,A00001204,Owner
D00001454,1454,A00001205,Owner
D00001455,1455,A00001205,User
D00001456,1456,A00001206,Owner
D00001457,1457,A00001206,User
D00001458,1458,A00001207,Owner
D00001459,1459,A00001208,Owner
D00001460,1460,A00001209,Owner
D00001461,1461,A00001210,Owner
D00001462,1462,A00001211,Owner
D00001463,1463,A00001212,Owner
D00001464,1464,A00001213,Owner
D00001465,1465,A00001213,User
D00001466,1466,A00001214,Owner
D00001467,1467,A00001215,Owner
D00001468,1468,A00001216,Owner
D00001469,1469,A00001217,Owner
D00001470,1470,A00001218,Owner
D00001471,1471,A00001218,User
D00001472,1472,A00001219,Owner
D00001473,1473,A00001220,Owner
D00001474,1474,A00001221,Owner
D00001475,1475,A00001222,Owner
D00001476,1476,A00001223,Owner
D00001478,1478,A00001225,Owner
D00001479,1479,A00001226,Owner
D00001480,1480,A00001227,Owner
D00001481,1481,A00001228,Owner
D00001482,1482,A00001229,Owner
D00001483,1483,A00001230,Owner
D00001484,1484,A00001230,User
D00001485,1485,A00001231,Owner
D00001486,1486,A00001231,User
D00001487,1487,A00001232,Owner
D00001488,1488,A00001233,Owner
D00001489,1489,A00001234,Owner
D00001490,1490,A00001235,Owner
D00001491,1491,A00001236,Owner
D00001492,1492,A00001237,Owner
D00001493,1493,A00001238,Owner
D00001494,1494,A00001238,User
D00001495,1495,A00001239,Owner
D00001496,1496,A00001240,Owner
D00001497,1497,A00001241,Owner
D00001498,1498,A00001241,User
D00001499,1499,A00001242,Owner
D00001500,1500,A00001243,Owner
D00001501,1501,A00001244,Owner
D00001502,1502,A00001245,Owner
D00001503,1503,A00001246,Owner
D00001504,1504,A00001246,User
D00001505,1505,A00001247,Owner
D00001506,1506,A00001248,Owner
D00001507,1507,A00001248,User
D00001508,1508,A00001249,Owner
D00001509,1509,A00001250,Owner
D00001510,1510,A00001251,Owner
D00001511,1511,A00001252,Owner
D00001512,1512,A00001253,Owner
D00001513,1513,A00001254,Owner
D00001514,1514,A00001255,Owner
D00001516,1516,A00001256,Owner
D00001517,1517,A00001257,Owner
D00001518,1518,A00001258,Owner
D00001519,1519,A00001258,User
D00001520,1520,A00001259,Owner
D00001521,1521,A00001260,Owner
D00001522,1522,A00001261,Owner
D00001523,1523,A00001262,Owner
D00001524,1524,A00001263,Owner
D00001525,1525,A00001264,Owner
D00001526,1526,A00001264,User
D00001527,1527,A00001265,Owner
D00001528,1528,A00001266,Owner
D00001529,1529,A00001267,Owner
D00001530,1530,A00001268,Owner
D00001531,1531,A00001269,Owner
D00001532,1532,A00001269,User
D00001533,1533,A00001270,Owner
D00001534,1534,A00001271,Owner
D00001535,1535,A00001272,Owner
D00001536,1536,A00001273,Owner
D00001537,1537,A00001274,Owner
D00001539,1539,A00001275,Owner
D00001540,1540,A00001276,Owner
D00001541,1541,A00001276,User
D00001542,1542,A00001277,Owner
D00001543,1543,A00001277,User
D00001546,1546,A00001279,Owner
D00001547,1547,A00001279,User
D00001548,1548,A00001280,Owner
D00001549,1549,A00001280,User
D00001550,1550,A00001281,Owner
D00001554,1554,A00001284,Owner
D00001555,1555,A00001285,Owner
D00001556,1556,A00001286,Owner
D00001557,1557,A00001287,Owner
D00001558,1558,A00001288,Owner
D00001559,1559,A00001289,Owner
D00001561,1561,A00001291,Owner
D00001562,1562,A00001291,User
D00001563,1563,A00001292,Owner
D00001564,1564,A00001293,Owner
D00001565,1565,A00001294,Owner
D00001566,1566,A00001295,Owner
D00001567,1567,A00001296,Owner
D00001568,1568,A00001296,User
D00001569,1569,A00001297,Owner
D00001570,1570,A00001297,User
D00001571,1571,A00001298,Owner
D00001572,1572,A00001299,Owner
D00001574,1574,A00001301,Owner
D00001575,1575,A00001302,Owner
D00001576,1576,A00001302,User
D00001577,1577,A00001303,Owner
D00001578,1578,A00001304,Owner
D00001579,1579,A00001305,Owner
D00001580,1580,A00001306,Owner
D00001581,1581,A00001307,Owner
D00001582,1582,A00001308,Owner
D00001583,1583,A00001309,Owner
D00001584,1584,A00001310,Owner
D00001585,1585,A00001311,Owner
D00001586,1586,A00001311,User
D00001587,1587,A00001312,Owner
D00001588,1588,A00001313,Owner
D00001589,1589,A00001314,Owner
D00001590,1590,A00001315,Owner
D00001591,1591,A00001316,Owner
D00001592,1592,A00001317,Owner
D00001593,1593,A00001317,User
D00001594,1594,A00001318,Owner
D00001595,1595,A00001319,Owner
D00001596,1596,A00001320,Owner
D00001597,1597,A00001321,Owner
D00001598,1598,A00001322,Owner
D00001599,1599,A00001323,Owner
D00001600,1600,A00001323,User
D00001601,1601,A00001324,Owner
D00001602,1602,A00001324,User
D00001603,1603,A00001325,Owner
D00001604,1604,A00001325,User
D00001605,1605,A00001326,Owner
D00001606,1606,A00001327,Owner
D00001607,1607,A00001328,Owner
D00001608,1608,A00001329,Owner
D00001609,1609,A00001329,User
D00001610,1610,A00001330,Owner
D00001611,1611,A00001331,Owner
D00001612,1612,A00001331,User
D00001613,1613,A00001332,Owner
D00001614,1614,A00001333,Owner
D00001615,1615,A00001334,Owner
D00001616,1616,A00001335,Owner
D00001617,1617,A00001336,Owner
D00001618,1618,A00001337,Owner
D00001619,1619,A00001338,Owner
D00001620,1620,A00001338,User
D00001621,1621,A00001339,Owner
D00001622,1622,A00001340,Owner
D00001623,1623,A00001341,Owner
D00001624,1624,A00001342,Owner
D00001625,1625,A00001342,User
D00001628,1628,A00001344,Owner
D00001629,1629,A00001345,Owner
D00001630,1630,A00001345,User
D00001631,1631,A00001346,Owner
D00001632,1632,A00001347,Owner
D00001633,1633,A00001348,Owner
D00001634,1634,A00001348,User
D00001635,1635,A00001349,Owner
D00001636,1636,A00001349,User
D00001637,1637,A00001350,Owner
D00001638,1638,A00001351,Owner
D00001639,1639,A00001352,Owner
D00001640,1640,A00001353,Owner
D00001641,1641,A00001354,Owner
D00001642,1642,A00001355,Owner
D00001643,1643,A00001356,Owner
D00001644,1644,A00001357,Owner
D00001645,1645,A00001358,Owner
D00001646,1646,A00001359,Owner
D00001647,1647,A00001360,Owner
D00001648,1648,A00001361,Owner
D00001649,1649,A00001361,User
D00001650,1650,A00001362,Owner
D00001651,1651,A00001363,Owner
D00001653,1653,A00001365,Owner
D00001654,1654,A00001366,Owner
D00001655,1655,A00001367,Owner
D00001656,1656,A00001368,Owner
D00001657,1657,A00001369,Owner
D00001658,1658,A00001370,Owner
D00001659,1659,A00001371,Owner
D00001660,1660,A00001372,Owner
D00001661,1661,A00001373,Owner
D00001662,1662,A00001374,Owner
D00001663,1663,A00001375,Owner
D00001664,1664,A00001376,Owner
D00001665,1665,A00001376,User
D00001666,1666,A00001377,Owner
D00001667,1667,A00001377,User
D00001668,1668,A00001378,Owner
D00001669,1669,A00001379,Owner
D00001670,1670,A00001380,Owner
D00001671,1671,A00001381,Owner
D00001672,1672,A00001381,User
D00001673,1673,A00001382,Owner
D00001674,1674,A00001383,Owner
D00001675,1675,A00001384,Owner
D00001676,1676,A00001385,Owner
D00001677,1677,A00001385,User
D00001679,1679,A00001387,Owner
D00001680,1680,A00001388,Owner
D00001681,1681,A00001389,Owner
D00001682,1682,A00001390,Owner
D00001683,1683,A00001391,Owner
D00001684,1684,A00001391,User
D00001685,1685,A00001392,Owner
D00001686,1686,A00001393,Owner
D00001687,1687,A00001393,User
D00001688,1688,A00001394,Owner
D00001689,1689,A00001395,Owner
D00001690,1690,A00001396,Owner
D00001691,1691,A00001397,Owner
D00001692,1692,A00001398,Owner
D00001693,1693,A00001399,Owner
D00001694,1694,A00001399,User
D00001696,1696,A00001401,Owner
D00001697,1697,A00001402,Owner
D00001698,1698,A00001402,User
D00001699,1699,A00001403,Owner
D00001700,1700,A00001404,Owner
D00001701,1701,A00001404,User
D00001702,1702,A00001405,Owner
D00001703,1703,A00001406,Owner
D00001704,1704,A00001406,User
D00001705,1705,A00001407,Owner
D00001706,1706,A00001407,User
D00001707,1707,A00001408,Owner
D00001709,1709,A00001410,Owner
D00001710,1710,A00001411,Owner
D00001711,1711,A00001412,Owner
D00001712,1712,A00001412,User
D00001713,1713,A00001413,Owner
D00001714,1714,A00001414,Owner
D00001717,1717,A00001416,Owner
D00001718,1718,A00001417,Owner
D00001719,1719,A00001418,Owner
D00001720,1720,A00001419,Owner
D00001721,1721,A00001419,User
D00001722,1722,A00001420,Owner
D00001723,1723,A00001421,Owner
D00001724,1724,A00001422,Owner
D00001725,1725,A00001423,Owner
D00001726,1726,A00001423,User
D00001727,1727,A00001424,Owner
D00001728,1728,A00001424,User
D00001729,1729,A00001425,Owner
D00001730,1730,A00001426,Owner
D00001731,1731,A00001427,Owner
D00001733,1733,A00001429,Owner
D00001734,1734,A00001430,Owner
D00001735,1735,A00001430,User
D00001736,1736,A00001431,Owner
D00001737,1737,A00001432,Owner
D00001738,1738,A00001432,User
D00001741,1741,A00001434,Owner
D00001742,1742,A00001435,Owner
D00001743,1743,A00001436,Owner
D00001744,1744,A00001437,Owner
D00001745,1745,A00001438,Owner
D00001746,1746,A00001439,Owner
D00001747,1747,A00001439,User
D00001748,1748,A00001440,Owner
D00001749,1749,A00001441,Owner
D00001750,1750,A00001442,Owner
D00001751,1751,A00001443,Owner
D00001752,1752,A00001444,Owner
D00001753,1753,A00001445,Owner
D00001754,1754,A00001446,Owner
D00001755,1755,A00001447,Owner
D00001756,1756,A00001448,Owner
D00001757,1757,A00001448,User
D00001758,1758,A00001449,Owner
D00001759,1759,A00001450,Owner
D00001760,1760,A00001451,Owner
D00001761,1761,A00001452,Owner
D00001762,1762,A00001453,Owner
D00001763,1763,A00001454,Owner
D00001764,1764,A00001455,Owner
D00001765,1765,A00001456,Owner
D00001768,1768,A00001458,Owner
D00001769,1769,A00001459,Owner
D00001770,1770,A00001459,User
D00001771,1771,A00001460,Owner
D00001772,1772,A00001461,Owner
D00001774,1774,A00001463,Owner
D00001775,1775,A00001464,Owner
D00001776,1776,A00001465,Owner
D00001777,1777,A00001466,Owner
D00001778,1778,A00001466,User
D00001779,1779,A00001467,Owner
D00001780,1780,A00001468,Owner
D00001781,1781,A00001469,Owner
D00001782,1782,A00001470,Owner
D00001783,1783,A00001471,Owner
D00001784,1784,A00001472,Owner
D00001785,1785,A00001473,Owner
D00001786,1786,A00001474,Owner
D00001787,1787,A00001474,User
D00001788,1788,A00001475,Owner
D00001789,1789,A00001476,Owner
D00001790,1790,A00001477,Owner
D00001791,1791,A00001478,Owner
D00001792,1792,A00001479,Owner
D00001793,1793,A00001480,Owner
D00001794,1794,A00001481,Owner
D00001795,1795,A00001482,Owner
D00001796,1796,A00001483,Owner
D00001797,1797,A00001483,User
D00001798,1798,A00001484,Owner
D00001799,1799,A00001485,Owner
D00001800,1800,A00001486,Owner
D00001801,1801,A00001487,Owner
D00001802,1802,A00001487,User
D00001803,1803,A00001488,Owner
D00001806,1806,A00001490,Owner
D00001807,1807,A00001491,Owner
D00001808,1808,A00001491,User
D00001809,1809,A00001492,Owner
D00001810,1810,A00001493,Owner
D00001811,1811,A00001494,Owner
D00001812,1812,A00001495,Owner
D00001813,1813,A00001495,User
D00001814,1814,A00001496,Owner
D00001815,1815,A00001497,Owner
D00001816,1816,A00001498,Owner
D00001817,1817,A00001499,Owner
D00001818,1818,A00001499,User
D00001819,1819,A00001500,Owner
D00001820,1820,A00001501,Owner
D00001821,1821,A00001502,Owner
D00001822,1822,A00001503,Owner
D00001823,1823,A00001504,Owner
D00001824,1824,A00001505,Owner
D00001825,1825,A00001506,Owner
D00001826,1826,A00001507,Owner
D00001827,1827,A00001507,User
D00001828,1828,A00001508,Owner
D00001829,1829,A00001509,Owner
D00001830,1830,A00001510,Owner
D00001831,1831,A00001511,Owner
D00001832,1832,A00001512,Owner
D00001833,1833,A00001513,Owner
D00001834,1834,A00001514,Owner
D00001835,1835,A00001514,User
D00001836,1836,A00001515,Owner
D00001837,1837,A00001516,Owner
D00001838,1838,A00001516,User
